20.7694780928,20.0139839886,20.9794136042,205.000103604
20.4130138094,20.482340238,20.6106162853,208.849332291
20.6498944701,20.9024087799,20.3754038448,207.779212163
20.3340033224,20.4109110099,20.4158256865,202.737921956
20.8329489288,20.205855921,20.454802266,202.438354752
20.8080852905,20.5305048738,20.0643793944,2025.80376526
20.3396761932,20.1682249129,20.1209775532,2096.88699047
20.4704844306,20.0543230401,20.6599003561,2051.21636669
20.615347397,20.4389760516,20.4097281898,2099.76030675
20.2646724376,20.0996464556,20.2363411935,2054.18413098
20.6530795457,20.2469260774,20.8582564045,2072.71775632
20.631006105,20.5442724499,20.0285499877,2038.87688466
20.3411709755,20.0417089797,20.0353187651,2065.25565001
20.8949901838,20.8488365924,20.6225112838,22.3707523997
20.6863810103,20.1913904948,20.2366142686,228.845704276
20.6882692828,20.2796292041,20.9675776369,226.289491617
20.1093496558,20.6530773986,20.6700448463,226.19495927
20.3083233523,20.150370329,20.4836031946,222.492568813
20.6026105736,20.4007723363,20.3139241559,222.263982596
20.8816074214,20.218417878,20.7411301786,2299.28882872
20.3882477997,20.3023368098,20.1741353451,2252.82565046
206.441379615,20.5604862621,20.7344656886,2266.39064627
206.596418608,20.6522510082,20.8281632584,241.733499053
209.18866819,20.7277874738,20.3954021354,247.082107026
208.020882037,20.2044820039,20.1975482906,242.80480292
22.3672449934,20.3936466573,20.8318440414,2448.76879184
22.6919972532,20.691664111,20.1965290325,2469.61374164
22.6221389642,20.7945247703,20.975989379,26.4481896645
22.8288885117,20.3044261505,20.1378250811,266.222107272
22.9183185701,20.3768410269,20.6260809567,264.403810873
222.946095304,20.6784995612,20.7010238936,261.846823204
223.239265812,20.3760191222,20.4629279031,2613.6842957
223.202936737,20.6918858673,20.8807970353,2690.94064748
227.520757365,20.1986143363,20.3534443059,289.943876481
224.816350447,20.1249663569,20.8844706539,284.301997541
228.331865645,20.9160281843,20.7049027049,281.764946896
229.215252627,20.0393635614,20.7837432001,288.572740244
2206.96959493,20.6158827974,20.9823177361,30.1911060335
2211.83108309,20.7197354963,20.0849641239,306.31502676
24.4198361802,20.0906443239,20.9843845029,309.865732059
24.0431971133,20.8534921703,20.6647529746,309.407165555
24.0499951547,20.0326536357,20.2423856129,305.7174193
24.2495982821,20.3962832321,20.4730856731,305.87807863
24.8040974012,20.8739933973,20.5889392004,3072.48038443
24.2212896796,20.2438368068,20.0932044861,32.9733722672
244.706553277,20.9695700784,20.3909264754,328.050215705
242.000477944,20.9917712611,20.9414293392,327.316332791
248.34545796,20.4187708932,20.3384229321,328.686784908
247.829069003,20.5669846628,20.8802620435,320.719889105
240.032503454,20.6478648821,20.0359026451,34.7833729896
240.855406119,20.880733687,20.0680586085,34.4322033435
26.2284230683,20.6462556217,20.9731337148,3476.39709784
26.0213112105,20.8438679883,20.7022444507,36.6844134475
26.8288168899,20.8426143334,20.4426811469,361.628106589
26.2036043868,20.2768064402,20.9488770901,369.20121201
26.8426953994,20.8642960255,20.7314176323,38.3956848726
265.775723043,20.694412818,20.6217116489,5.67436686462
264.283193054,20.8958503909,20.2911306932,5.62173854099
28.0791219735,206.636890913,20.8929956408,5.84920486567
28.4082934327,209.144857753,20.8882769208,5.83019432986
28.0178577236,200.735294985,20.1644523796,5.88921280401
28.0569023852,202.620493046,20.256097813,40.9130834463
28.8467861482,208.250381866,20.9547989918,403.322779537
28.144756101,2034.28645064,20.5511152582,405.800181341
28.5447147481,22.1311918863,20.7635227058,400.721913745
