method,path,code,size,latency
PUT,"/doc/1","200",265,8.082
PUT,"/doc/1","200",265,8.277
PUT,"/doc/1","200",265,7.887
POST,"/doc/247","200",138,9.144
POST,"/doc/8","200",138,9.824
POST,"/doc/19","200",138,13.215
PUT,"/doc/1","200",265,10.533
PUT,"/doc/1","200",265,1.606
PUT,"/doc/1","200",265,9.291
POST,"/doc/2","200",138,6.305
PUT,"/doc/1","200",265,6.610
POST,"/doc/0","200",138,2.262
POST,"/doc/17","200",138,5.545
POST,"/doc/17","200",138,5.064
PUT,"/doc/1","200",265,11.456
POST,"/doc/2","200",138,6.757
POST,"/doc/0","200",138,0.109
PUT,"/doc/18","200",267,5.433
POST,"/doc/303","200",164,4.829
PUT,"/doc/1","200",265,8.088
POST,"/doc/19","200",138,0.420
POST,"/doc/209","200",164,8.417
PUT,"/doc/1","200",265,6.672
PUT,"/doc/1","200",265,6.858
PUT,"/doc/1","200",265,2.400
GET,"/doc/3","200",4047,0.345
GET,"/doc/4","200",795,0.067
GET,"/doc/3","200",4047,0.332
GET,"/doc/4","200",795,0.071
GET,"/doc/301","200",15725,0.703
GET,"/doc/3","200",4047,0.337
GET,"/doc/4","200",795,0.067
POST,"/doc/303","200",164,4.844
POST,"/doc/0","200",138,0.108
POST,"/doc/2","200",138,4.872
PUT,"/doc/1","200",265,9.866
POST,"/doc/0","200",138,2.098
POST,"/doc/0","200",138,0.117
PUT,"/doc/1","200",265,6.767
POST,"/doc/2","200",138,2.014
PUT,"/doc/1","200",265,6.549
POST,"/doc/2","200",138,3.388
POST,"/doc/2","200",138,2.798
PUT,"/doc/1","200",265,11.134
POST,"/doc/0","200",138,0.113
PUT,"/doc/1","200",265,11.363
POST,"/doc/17","200",138,5.548
POST,"/doc/0","200",138,2.783
GET,"/doc/307","200",7438,22.924
GET,"/doc/308","200",7433,23.392
GET,"/doc/309","200",205,1.139
GET,"/doc/310","200",297,72.722
PUT,"/doc/1","200",265,6.460
POST,"/doc/0","200",138,4.485
GET,"/doc/311","200",5778,15.275
PUT,"/doc/1","200",265,5.872
PUT,"/doc/1","200",265,15.933
POST,"/doc/0","200",138,2.403
POST,"/doc/0","200",138,2.895
PUT,"/doc/1","200",265,6.420
GET,"/doc/312","200",6441,0.374
GET,"/doc/313","200",6010,0.415
GET,"/doc/314","200",6026,0.428
POST,"/doc/0","200",138,1.691
GET,"/doc/315","200",12778,0.606
GET,"/doc/316","200",6038,0.508
GET,"/doc/317","404",180,0.187
GET,"/doc/318","200",12437,0.611
GET,"/doc/319","200",12507,0.614
POST,"/doc/2","200",138,8.529
POST,"/doc/2","200",163,16.480
POST,"/doc/2","200",138,7.515
PUT,"/doc/1","200",265,6.787
PUT,"/doc/1","200",265,5.747
POST,"/doc/17","200",163,18.226
PUT,"/doc/1","200",265,13.189
PUT,"/doc/1","200",265,10.487
POST,"/doc/8","200",163,26.105
POST,"/doc/2","200",163,10.731
POST,"/doc/0","200",138,1.945
PUT,"/doc/1","200",265,6.745
PUT,"/doc/1","200",265,6.830
PUT,"/doc/1","200",265,6.873
POST,"/doc/0","200",138,0.179
PUT,"/doc/1","200",265,26.537
POST,"/doc/0","200",138,0.108
POST,"/doc/0","200",138,0.167
PUT,"/doc/1","200",265,9.739
PUT,"/doc/1","200",265,5.333
POST,"/doc/17","200",138,4.171
POST,"/doc/2","200",138,1.779
POST,"/doc/0","200",138,1.252
PUT,"/doc/1","200",265,9.065
PUT,"/doc/1","200",265,5.991
POST,"/doc/0","200",138,1.602
POST,"/doc/0","200",138,0.118
POST,"/doc/0","200",138,3.132
PUT,"/doc/1","200",265,6.507
POST,"/doc/0","200",138,2.294
POST,"/doc/0","200",138,2.214
PUT,"/doc/1","200",265,6.781
POST,"/doc/0","200",138,1.096
POST,"/doc/2","200",138,1.462
PUT,"/doc/1","200",265,8.707
PUT,"/doc/1","200",265,1.728
PUT,"/doc/1","200",265,11.311
POST,"/doc/0","200",138,0.125
POST,"/doc/0","200",138,0.134
POST,"/doc/0","200",138,2.478
PUT,"/doc/1","200",265,7.177
PUT,"/doc/1","200",265,8.915
PUT,"/doc/1","200",265,7.028
POST,"/doc/2","200",138,5.465
PUT,"/doc/1","200",265,7.357
PUT,"/doc/1","200",265,6.580
POST,"/doc/2","200",138,4.289
PUT,"/doc/1","200",265,10.930
POST,"/doc/2","200",138,3.142
POST,"/doc/0","200",138,5.108
PUT,"/doc/1","200",265,6.403
POST,"/doc/0","200",138,0.968
POST,"/doc/17","200",163,7.006
POST,"/doc/17","200",138,6.447
PUT,"/doc/1","200",265,6.857
POST,"/doc/2","200",138,5.832
POST,"/doc/0","200",138,0.833
POST,"/doc/0","200",138,2.760
POST,"/doc/0","200",138,0.125
PUT,"/doc/1","200",265,10.607
PUT,"/doc/1","200",265,6.596
POST,"/doc/0","200",138,2.434
POST,"/doc/0","200",138,1.497
POST,"/doc/0","200",138,2.104
PUT,"/doc/1","200",265,6.906
PUT,"/doc/1","200",267,19.372
PUT,"/doc/1","200",265,8.834
POST,"/doc/17","200",138,7.770
POST,"/doc/117","200",138,9.520
POST,"/doc/117","200",138,6.245
POST,"/doc/117","200",138,14.553
PUT,"/doc/1","200",267,48.709
PUT,"/doc/1","200",265,6.617
POST,"/doc/302","200",163,26.533
POST,"/doc/117","200",138,7.294
POST,"/doc/12","200",163,19.052
POST,"/doc/320","200",163,22.587
GET,"/doc/3","200",4047,0.394
GET,"/doc/4","200",795,0.089
GET,"/doc/3","200",4047,0.350
GET,"/doc/4","200",795,0.069
GET,"/doc/301","200",15725,0.698
GET,"/doc/3","200",4047,0.330
GET,"/doc/4","200",795,0.070
POST,"/doc/247","200",138,5.587
PUT,"/doc/1","200",265,6.490
POST,"/doc/0","200",138,1.352
POST,"/doc/0","200",138,0.787
PUT,"/doc/1","200",265,6.670
PUT,"/doc/1","200",265,8.306
GET,"/doc/3","200",4047,0.389
GET,"/doc/4","200",795,0.073
GET,"/doc/3","200",4047,0.333
GET,"/doc/4","200",795,0.067
GET,"/doc/301","200",15725,0.687
GET,"/doc/3","200",4047,0.367
GET,"/doc/4","200",795,0.069
PUT,"/doc/1","200",265,7.289
POST,"/doc/0","200",138,3.136
PUT,"/doc/1","200",265,6.610
POST,"/doc/2","200",138,3.452
POST,"/doc/0","200",138,5.517
POST,"/doc/0","200",138,2.700
PUT,"/doc/1","200",265,7.959
POST,"/doc/0","200",138,2.390
GET,"/doc/3","200",4047,0.352
GET,"/doc/4","200",795,0.067
POST,"/doc/0","200",138,0.114
GET,"/doc/3","200",4047,0.335
GET,"/doc/4","200",795,0.065
GET,"/doc/301","200",15725,0.646
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.077
GET,"/doc/321","200",7550,0.616
GET,"/doc/322","200",5647,0.510
GET,"/doc/323","200",6010,0.517
GET,"/doc/324","200",6011,0.496
GET,"/doc/325","200",6012,0.486
GET,"/doc/326","200",13901,0.700
GET,"/doc/327","200",6008,0.489
PUT,"/doc/1","200",265,8.939
PUT,"/doc/1","200",265,5.968
GET,"/doc/328","200",5633,0.529
GET,"/doc/329","200",5633,0.471
POST,"/doc/0","200",138,1.572
POST,"/doc/0","200",138,1.144
GET,"/doc/330","200",6192,0.714
GET,"/doc/331","200",6215,0.622
GET,"/doc/332","200",6209,0.559
POST,"/doc/0","200",138,4.103
POST,"/doc/0","200",138,0.115
POST,"/doc/0","200",138,1.245
POST,"/doc/0","200",138,2.428
POST,"/doc/0","200",138,3.699
PUT,"/doc/1","200",265,10.319
PUT,"/doc/1","200",265,5.620
PUT,"/doc/1","200",265,10.378
POST,"/doc/17","200",138,4.465
POST,"/doc/0","200",138,2.459
POST,"/doc/2","200",138,4.601
POST,"/doc/17","200",138,9.277
PUT,"/doc/1","200",265,5.925
POST,"/doc/0","200",138,0.109
POST,"/doc/0","200",138,2.746
GET,"/doc/3","200",1321,0.730
PUT,"/doc/1","200",265,9.155
POST,"/doc/0","200",138,2.244
PUT,"/doc/1","200",265,3.665
POST,"/doc/0","200",138,1.281
PUT,"/doc/1","200",265,14.033
PUT,"/doc/1","200",265,5.342
POST,"/doc/8","200",138,2.799
POST,"/doc/2","200",138,1.110
POST,"/doc/17","200",163,7.296
POST,"/doc/8","200",163,7.187
PUT,"/doc/1","200",265,8.259
GET,"/doc/3","200",1318,0.745
POST,"/doc/0","200",138,0.171
PUT,"/doc/1","200",265,4.948
PUT,"/doc/1","200",265,7.822
POST,"/doc/2","200",138,5.337
POST,"/doc/0","200",138,3.398
PUT,"/doc/1","200",265,9.668
PUT,"/doc/1","200",265,8.060
POST,"/doc/2","200",138,7.531
POST,"/doc/8","200",138,7.352
POST,"/doc/17","200",138,6.434
POST,"/doc/17","200",138,4.570
POST,"/doc/0","200",138,0.142
PUT,"/doc/1","200",265,9.468
PUT,"/doc/1","200",265,5.284
POST,"/doc/2","200",138,1.864
POST,"/doc/2","200",138,1.739
POST,"/doc/2","200",138,1.684
GET,"/doc/333","200",7394,1.641
POST,"/doc/8","200",138,3.726
PUT,"/doc/1","200",265,6.663
POST,"/doc/0","200",138,0.121
POST,"/doc/0","200",138,0.114
PUT,"/doc/1","200",265,7.192
PUT,"/doc/1","200",265,7.647
POST,"/doc/0","200",138,2.000
POST,"/doc/0","200",138,3.874
PUT,"/doc/1","200",265,3.298
POST,"/doc/0","200",138,2.693
PUT,"/doc/1","200",265,7.945
PUT,"/doc/1","200",265,5.525
POST,"/doc/0","200",138,3.565
POST,"/doc/0","200",138,0.202
PUT,"/doc/1","200",265,7.246
POST,"/doc/0","200",138,5.302
POST,"/doc/0","200",138,3.089
POST,"/doc/2","200",138,3.021
PUT,"/doc/1","200",265,13.877
PUT,"/doc/1","200",265,7.894
POST,"/doc/17","200",138,5.486
POST,"/doc/0","200",138,5.751
POST,"/doc/17","200",138,4.525
PUT,"/doc/1","200",265,8.420
GET,"/doc/3","200",4047,0.399
GET,"/doc/4","200",795,0.072
PUT,"/doc/1","200",265,7.265
GET,"/doc/3","200",4047,0.334
GET,"/doc/4","200",795,0.067
GET,"/doc/334","200",15556,0.691
POST,"/doc/247","200",163,14.892
GET,"/doc/3","200",4047,0.333
GET,"/doc/4","200",795,0.065
PUT,"/doc/1","200",265,10.766
PUT,"/doc/1","200",265,7.169
PUT,"/doc/1","200",265,12.880
PUT,"/doc/1","200",267,45.774
PUT,"/doc/1","200",267,28.852
PUT,"/doc/1","200",265,14.006
PUT,"/doc/1","200",265,12.606
POST,"/doc/335","200",163,40.900
POST,"/doc/336","200",163,71.763
POST,"/doc/117","200",138,10.774
POST,"/doc/9","200",163,46.792
POST,"/doc/0","200",138,2.496
PUT,"/doc/1","200",265,14.131
POST,"/doc/337","200",163,70.134
PUT,"/doc/1","200",265,7.542
PUT,"/doc/1","200",267,43.222
PUT,"/doc/1","200",267,51.231
PUT,"/doc/1","200",265,54.603
PUT,"/doc/1","200",265,17.104
POST,"/doc/7","200",163,19.458
POST,"/doc/305","200",163,42.706
POST,"/doc/303","200",163,28.395
PUT,"/doc/1","200",265,9.570
POST,"/doc/216","200",163,61.426
PUT,"/doc/1","200",265,9.757
GET,"/doc/3","200",4047,0.384
GET,"/doc/4","200",795,0.093
GET,"/doc/3","200",4047,0.335
GET,"/doc/4","200",795,0.065
GET,"/doc/334","200",15556,0.684
GET,"/doc/3","200",4047,0.343
GET,"/doc/4","200",795,0.065
POST,"/doc/0","200",138,1.881
POST,"/doc/2","200",138,3.462
PUT,"/doc/1","200",265,7.784
PUT,"/doc/1","200",265,7.646
PUT,"/doc/1","200",265,7.181
PUT,"/doc/1","200",265,5.448
POST,"/doc/0","200",138,2.820
PUT,"/doc/1","200",265,15.078
PUT,"/doc/1","200",265,5.902
POST,"/doc/2","200",138,7.776
PUT,"/doc/1","200",265,11.475
PUT,"/doc/1","200",265,7.232
POST,"/doc/247","200",138,10.278
POST,"/doc/247","200",138,7.183
PUT,"/doc/1","200",265,6.834
POST,"/doc/17","200",163,13.680
PUT,"/doc/1","200",265,7.020
PUT,"/doc/1","200",265,6.391
PUT,"/doc/1","200",265,4.846
GET,"/doc/3","200",4047,0.355
GET,"/doc/4","200",795,0.068
PUT,"/doc/1","200",265,6.971
PUT,"/doc/1","200",265,6.905
GET,"/doc/3","200",4047,0.348
GET,"/doc/4","200",795,0.074
GET,"/doc/334","200",15556,0.645
GET,"/doc/3","200",4047,0.331
GET,"/doc/4","200",795,0.067
POST,"/doc/2","200",138,3.766
POST,"/doc/0","200",138,2.382
POST,"/doc/0","200",138,0.147
PUT,"/doc/1","200",265,10.108
PUT,"/doc/1","200",265,6.509
POST,"/doc/0","200",138,2.773
PUT,"/doc/1","200",265,6.651
PUT,"/doc/1","200",265,6.575
POST,"/doc/0","200",138,0.129
PUT,"/doc/1","200",265,9.630
POST,"/doc/17","200",138,5.025
POST,"/doc/8","200",138,10.283
POST,"/doc/0","200",138,0.117
PUT,"/doc/1","200",265,6.619
PUT,"/doc/1","200",265,10.865
PUT,"/doc/1","200",265,2.019
POST,"/doc/17","200",138,6.658
PUT,"/doc/1","200",265,16.092
PUT,"/doc/1","200",265,6.352
POST,"/doc/17","200",163,12.433
POST,"/doc/2","200",138,11.001
POST,"/doc/0","200",138,6.855
POST,"/doc/8","200",163,17.595
POST,"/doc/17","200",163,18.028
PUT,"/doc/1","200",265,13.658
PUT,"/doc/1","200",265,10.779
PUT,"/doc/1","200",265,6.957
POST,"/doc/0","200",138,2.504
POST,"/doc/0","200",163,11.812
PUT,"/doc/1","200",265,6.795
POST,"/doc/2","200",163,19.238
PUT,"/doc/1","200",265,7.902
POST,"/doc/0","200",138,3.194
PUT,"/doc/1","200",265,26.838
PUT,"/doc/1","200",265,6.745
PUT,"/doc/1","200",265,6.885
POST,"/doc/0","200",138,0.148
PUT,"/doc/1","200",265,9.693
PUT,"/doc/1","200",265,5.358
POST,"/doc/2","200",138,2.285
POST,"/doc/2","200",138,1.870
POST,"/doc/0","200",138,1.319
PUT,"/doc/1","200",265,7.755
POST,"/doc/0","200",138,1.300
PUT,"/doc/1","200",265,7.115
PUT,"/doc/1","200",265,5.450
POST,"/doc/0","200",138,2.521
POST,"/doc/0","200",138,0.114
POST,"/doc/17","200",138,4.340
PUT,"/doc/1","200",265,7.005
POST,"/doc/0","200",138,0.112
POST,"/doc/0","200",138,2.555
GET,"/doc/338","200",7682,0.476
GET,"/doc/339","200",8098,0.434
GET,"/doc/340","200",13859,0.691
GET,"/doc/341","200",7701,0.458
GET,"/doc/342","200",14534,0.683
GET,"/doc/343","200",7679,0.458
GET,"/doc/344","200",7679,0.485
GET,"/doc/345","200",7720,0.423
GET,"/doc/346","200",7679,0.462
GET,"/doc/347","200",13399,0.665
GET,"/doc/348","200",10417,0.588
GET,"/doc/349","200",15020,0.631
GET,"/doc/350","200",7682,0.360
GET,"/doc/351","200",7726,0.404
GET,"/doc/352","200",14071,0.526
GET,"/doc/353","200",8056,0.460
GET,"/doc/354","200",7682,0.493
GET,"/doc/355","200",10430,0.557
GET,"/doc/356","200",7702,0.528
GET,"/doc/357","200",8598,0.420
GET,"/doc/358","200",15127,0.654
GET,"/doc/359","200",7652,0.440
POST,"/doc/0","200",138,2.144
GET,"/doc/360","200",7655,0.361
GET,"/doc/361","200",7682,0.411
GET,"/doc/362","200",8318,0.436
GET,"/doc/363","200",7679,0.400
GET,"/doc/364","200",11098,0.386
GET,"/doc/365","200",11210,0.364
PUT,"/doc/1","200",265,7.024
GET,"/doc/366","200",7652,0.418
GET,"/doc/367","200",10904,0.367
GET,"/doc/368","200",13962,0.569
GET,"/doc/369","200",14315,0.733
POST,"/doc/0","200",138,0.106
POST,"/doc/2","200",138,1.907
POST,"/doc/0","200",138,2.391
GET,"/doc/370","200",10818,0.379
POST,"/doc/0","200",138,1.690
GET,"/doc/371","200",15681,50.156
PUT,"/doc/1","200",265,8.833
POST,"/doc/0","200",138,1.817
PUT,"/doc/1","200",265,12.051
PUT,"/doc/1","200",265,7.006
POST,"/doc/2","200",138,1.218
POST,"/doc/17","200",138,8.597
PUT,"/doc/1","200",265,7.317
PUT,"/doc/1","200",265,7.458
POST,"/doc/0","200",138,0.111
POST,"/doc/2","200",138,2.776
PUT,"/doc/1","200",265,11.264
PUT,"/doc/1","200",265,6.420
POST,"/doc/0","200",138,1.334
POST,"/doc/17","200",163,7.458
POST,"/doc/17","200",163,8.757
PUT,"/doc/1","200",265,7.832
POST,"/doc/17","200",138,7.973
POST,"/doc/0","200",138,2.826
PUT,"/doc/1","200",265,6.961
POST,"/doc/0","200",138,1.871
POST,"/doc/0","200",138,1.824
POST,"/doc/0","200",138,2.115
PUT,"/doc/1","200",265,10.361
PUT,"/doc/1","200",265,8.664
PUT,"/doc/1","200",265,5.364
POST,"/doc/2","200",138,2.186
POST,"/doc/0","200",138,1.103
POST,"/doc/247","200",163,8.700
PUT,"/doc/1","200",265,8.342
POST,"/doc/8","200",163,9.490
PUT,"/doc/1","200",265,13.078
PUT,"/doc/1","200",265,5.399
POST,"/doc/247","200",138,6.914
POST,"/doc/17","200",138,5.270
POST,"/doc/0","200",138,2.953
POST,"/doc/2","200",138,7.417
PUT,"/doc/1","200",265,6.330
GET,"/doc/3","200",4047,0.407
GET,"/doc/4","200",795,0.073
POST,"/doc/0","200",138,0.114
POST,"/doc/2","200",138,5.836
GET,"/doc/3","200",4047,0.336
GET,"/doc/4","200",795,0.067
GET,"/doc/334","200",15556,0.705
GET,"/doc/3","200",4047,0.329
GET,"/doc/4","200",795,0.073
PUT,"/doc/1","200",265,6.562
POST,"/doc/0","200",138,0.184
POST,"/doc/2","200",138,1.068
POST,"/doc/0","200",138,0.873
PUT,"/doc/1","200",265,6.674
PUT,"/doc/1","200",265,9.353
GET,"/doc/3","200",4047,0.390
GET,"/doc/4","200",795,0.073
GET,"/doc/3","200",4047,0.381
GET,"/doc/4","200",795,0.066
GET,"/doc/334","200",15556,0.694
GET,"/doc/3","200",4047,0.340
POST,"/doc/0","200",138,0.117
GET,"/doc/4","200",795,0.071
PUT,"/doc/1","200",265,7.035
POST,"/doc/0","200",138,0.111
POST,"/doc/2","200",138,3.601
POST,"/doc/0","200",138,3.090
PUT,"/doc/1","200",265,6.267
POST,"/doc/0","200",138,2.365
POST,"/doc/2","200",138,2.544
POST,"/doc/0","200",138,5.516
PUT,"/doc/1","200",265,7.936
POST,"/doc/0","200",138,0.131
GET,"/doc/3","200",4047,0.355
GET,"/doc/4","200",795,0.073
GET,"/doc/3","200",4047,0.347
GET,"/doc/4","200",795,0.065
GET,"/doc/334","200",15556,0.665
GET,"/doc/3","200",4047,0.350
GET,"/doc/4","200",795,0.069
PUT,"/doc/1","200",265,8.135
PUT,"/doc/1","200",265,5.926
POST,"/doc/0","200",138,1.830
POST,"/doc/17","200",138,5.053
POST,"/doc/0","200",138,1.494
POST,"/doc/0","200",138,3.110
POST,"/doc/2","200",138,4.701
POST,"/doc/0","200",138,2.449
PUT,"/doc/1","200",265,10.126
PUT,"/doc/1","200",265,5.575
PUT,"/doc/1","200",265,10.662
POST,"/doc/2","200",138,4.790
POST,"/doc/2","200",138,2.753
POST,"/doc/2","200",138,4.530
PUT,"/doc/1","200",265,6.037
PUT,"/doc/1","200",265,6.870
POST,"/doc/0","200",138,0.111
GET,"/doc/3","200",1308,0.738
POST,"/doc/0","200",138,2.988
PUT,"/doc/1","200",265,8.956
POST,"/doc/0","200",138,0.121
POST,"/doc/0","200",138,2.215
PUT,"/doc/1","200",265,7.395
POST,"/doc/0","200",138,0.122
POST,"/doc/0","200",138,1.290
PUT,"/doc/1","200",265,13.995
PUT,"/doc/1","200",265,5.368
GET,"/doc/3","200",1313,0.753
POST,"/doc/0","200",138,1.419
POST,"/doc/8","200",138,2.878
POST,"/doc/8","200",163,3.375
PUT,"/doc/1","200",265,8.195
POST,"/doc/17","200",163,8.583
PUT,"/doc/1","200",265,8.521
PUT,"/doc/1","200",265,7.685
POST,"/doc/0","200",138,5.339
POST,"/doc/2","200",138,6.214
POST,"/doc/0","200",138,3.192
PUT,"/doc/1","200",265,9.544
PUT,"/doc/1","200",265,8.015
POST,"/doc/8","200",138,7.568
POST,"/doc/0","200",138,1.537
POST,"/doc/17","200",138,6.362
POST,"/doc/2","200",138,3.802
POST,"/doc/0","200",138,0.141
PUT,"/doc/1","200",265,9.728
PUT,"/doc/1","200",265,5.497
POST,"/doc/17","200",163,6.508
POST,"/doc/17","200",138,1.988
POST,"/doc/2","200",138,1.862
POST,"/doc/8","200",163,7.810
POST,"/doc/0","200",138,0.157
POST,"/doc/0","200",138,0.103
PUT,"/doc/1","200",265,6.881
POST,"/doc/0","200",138,0.114
GET,"/doc/372","200",2020,0.316
GET,"/doc/373","200",2020,0.244
GET,"/doc/374","200",2020,0.237
GET,"/doc/375","200",2020,0.252
GET,"/doc/376","200",2020,0.253
POST,"/doc/0","200",138,0.154
PUT,"/doc/1","200",265,7.770
POST,"/doc/0","200",138,1.575
PUT,"/doc/1","200",265,6.743
POST,"/doc/0","200",138,2.924
POST,"/doc/0","200",138,2.254
POST,"/doc/0","200",138,0.127
POST,"/doc/0","200",138,3.949
PUT,"/doc/1","200",265,7.091
PUT,"/doc/1","200",265,7.499
POST,"/doc/0","200",138,0.115
PUT,"/doc/1","200",265,5.518
POST,"/doc/0","200",138,3.598
PUT,"/doc/1","200",265,7.561
GET,"/doc/377","200",9458,0.607
GET,"/doc/378","200",9344,0.590
POST,"/doc/2","200",138,5.359
POST,"/doc/0","200",138,0.170
POST,"/doc/0","200",138,5.553
POST,"/doc/0","200",138,0.109
PUT,"/doc/1","200",267,28.208
PUT,"/doc/1","200",265,6.472
GET,"/doc/3","200",4047,0.394
GET,"/doc/4","200",795,0.076
POST,"/doc/117","200",138,10.402
PUT,"/doc/1","200",265,15.242
GET,"/doc/3","200",4047,0.349
GET,"/doc/4","200",795,0.084
GET,"/doc/379","200",15387,0.695
POST,"/doc/6","200",138,13.103
POST,"/doc/380","200",163,22.567
GET,"/doc/3","200",4047,0.352
PUT,"/doc/1","200",265,11.196
GET,"/doc/4","200",795,0.068
PUT,"/doc/1","200",265,7.036
PUT,"/doc/1","200",265,13.282
PUT,"/doc/1","200",265,7.445
GET,"/doc/381","200",8532,0.675
GET,"/doc/382","200",8477,0.726
GET,"/doc/383","200",8808,31.019
POST,"/doc/302","200",163,45.222
PUT,"/doc/1","200",265,17.685
PUT,"/doc/1","200",265,9.328
PUT,"/doc/1","200",265,8.345
PUT,"/doc/1","200",265,13.773
PUT,"/doc/1","200",265,6.919
PUT,"/doc/1","200",265,1.878
POST,"/doc/384","200",163,27.223
POST,"/doc/12","200",163,26.048
POST,"/doc/6","200",138,15.232
POST,"/doc/117","200",138,11.202
PUT,"/doc/1","200",267,45.904
PUT,"/doc/1","200",267,49.177
PUT,"/doc/1","200",267,63.057
PUT,"/doc/1","200",265,8.391
PUT,"/doc/1","200",265,15.958
PUT,"/doc/1","200",265,18.979
PUT,"/doc/1","200",265,7.639
POST,"/doc/385","200",163,33.696
PUT,"/doc/1","200",265,9.010
POST,"/doc/337","200",163,58.046
GET,"/doc/3","200",4047,0.390
GET,"/doc/4","200",795,0.071
POST,"/doc/386","200",163,74.316
GET,"/doc/3","200",4047,0.335
GET,"/doc/387","200",1355,0.327
GET,"/doc/388","200",1123,0.294
GET,"/doc/389","200",1123,0.293
GET,"/doc/4","200",795,0.080
PUT,"/doc/1","200",265,12.670
GET,"/doc/390","200",1123,0.229
GET,"/doc/379","200",15387,0.638
GET,"/doc/391","200",1297,0.195
GET,"/doc/3","200",4047,0.342
GET,"/doc/4","200",795,0.067
POST,"/doc/392","200",163,88.229
GET,"/doc/393","200",2394,0.258
GET,"/doc/394","200",2271,0.281
GET,"/doc/395","200",2243,0.282
GET,"/doc/396","200",2248,0.243
GET,"/doc/397","200",2299,0.262
GET,"/doc/398","200",1181,0.205
GET,"/doc/399","200",1297,0.169
GET,"/doc/400","200",1297,0.180
GET,"/doc/401","200",1297,0.175
GET,"/doc/402","200",2261,0.226
GET,"/doc/403","200",1123,0.216
GET,"/doc/404","200",1126,0.199
GET,"/doc/405","200",1355,0.299
GET,"/doc/406","200",1297,0.299
GET,"/doc/407","200",1123,0.299
GET,"/doc/408","200",1125,0.186
GET,"/doc/409","200",1177,0.210
GET,"/doc/410","200",1123,0.245
GET,"/doc/411","200",2169,0.262
GET,"/doc/412","200",2169,0.277
GET,"/doc/413","200",1297,0.270
GET,"/doc/414","200",2173,0.254
GET,"/doc/415","200",2149,0.313
GET,"/doc/416","200",2168,0.220
GET,"/doc/417","200",2167,0.231
GET,"/doc/418","200",2155,0.265
GET,"/doc/419","200",2169,0.245
GET,"/doc/420","200",2185,0.236
GET,"/doc/421","200",1754,0.218
POST,"/doc/0","200",138,3.359
GET,"/doc/422","200",2168,0.251
GET,"/doc/423","200",2137,0.275
PUT,"/doc/1","200",265,6.566
POST,"/doc/2","200",138,6.008
POST,"/doc/2","200",138,4.295
PUT,"/doc/1","200",265,6.979
PUT,"/doc/1","200",265,9.505
PUT,"/doc/1","200",265,7.394
POST,"/doc/2","200",138,6.304
POST,"/doc/0","200",138,2.322
POST,"/doc/2","200",138,2.602
PUT,"/doc/1","200",265,7.976
POST,"/doc/17","200",138,9.720
PUT,"/doc/1","200",265,9.187
PUT,"/doc/1","200",265,7.230
PUT,"/doc/1","200",265,3.012
PUT,"/doc/1","200",265,6.629
GET,"/doc/3","200",4047,0.359
GET,"/doc/4","200",795,0.067
PUT,"/doc/1","200",265,6.790
GET,"/doc/3","200",4047,0.348
GET,"/doc/4","200",795,0.081
GET,"/doc/379","200",15387,0.650
GET,"/doc/3","200",4047,0.333
GET,"/doc/4","200",795,0.082
POST,"/doc/0","200",138,3.899
PUT,"/doc/1","200",265,10.128
POST,"/doc/0","200",138,2.663
POST,"/doc/0","200",138,0.119
PUT,"/doc/1","200",265,7.263
PUT,"/doc/1","200",265,6.784
POST,"/doc/0","200",163,8.821
PUT,"/doc/1","200",265,6.407
POST,"/doc/17","200",138,5.756
POST,"/doc/2","200",138,3.848
PUT,"/doc/1","200",265,9.806
PUT,"/doc/1","200",265,6.493
PUT,"/doc/1","200",265,9.865
POST,"/doc/17","200",138,5.786
GET,"/doc/424","200",598859,28.431
