1422761400,42,180.6,309.8,182.6,218.4,224.8
1422761700,41.8,125.2,303.2,181.4,215.8,229
1422762000,42,177,303,181.6,231.4,229.2
1422762300,41.8,118,313.8,182,229.2,230.4
1422762600,41.8,118,310.8,184.4,214.4,227.4
1422762900,41.8,112.6,324,184.6,227.8,228.6
1422763200,41.6,114.2,312.8,183.4,215.2,227
1422763500,41.6,110.6,308.2,183.8,219.2,229
1422763800,41.8,116.8,320,184.8,222,227.2
1422764100,41.8,117.4,314.2,184.8,220.2,229.2
1422764400,42,110,326.4,184.4,226.4,230.6
1422764700,41.6,111.8,323.2,185,221,232.2
1422765000,41.8,109.6,309.2,184.4,220.6,227.4
1422765300,41.8,108.4,320.6,184.4,217.2,227.2
1422765600,41.4,109.6,306.2,184.4,220,229.6
1422765900,41.8,111,321.8,184,211.8,230.8
1422766200,41.8,114.8,319,184,214,227
1422766500,41.4,114,332.2,184,216.4,227.6
1422766800,41.6,122.2,304.4,184,225.2,225.4
1422767100,41.8,125,323.4,184.2,215.6,228.4
1422767400,42,122.2,307.8,184,214.8,227.8
1422767700,41.6,124.6,324.4,183.8,228.4,229
1422768000,41.8,121.2,344.8,182,223.8,227
1422768300,41.8,121,332.6,184,218.8,227
1422768600,42,122.4,321,182.4,214.2,232.2
1422768900,42,175.8,319.4,184,213.8,228.4
1422769200,41.8,118.2,313.6,182.4,217,230.6
1422769500,42,320.6,315,180.8,226.6,229.2
1422769800,41.8,122.8,323.8,182.4,218.4,227.6
1422770100,41.8,122.2,305.8,182.6,214.6,229
1422770400,41.8,112,317,182,221.6,231.4
1422770700,41.6,115.2,321.6,184,225,228.6
1422771000,42,115.4,321.6,183.4,213.6,230.6
1422771300,42,115.6,317.8,183.8,221,228.8
1422771600,41.8,124.6,316.4,183.6,221.2,229.2
1422771900,42,122.2,313.6,184.2,221.4,228.8
1422772200,41.8,122.2,318,182.4,218,228.8
1422772500,42,125.8,319.4,182.4,228.8,227.6
1422772800,41.8,392.8,314.2,184,220,227.4
1422773100,42,124.6,315.6,183.6,220.8,227.6
1422773400,42,122.6,314,179.4,227.6,229
1422773700,41.8,122.2,313.8,180.8,218,230.4
1422774000,41.8,122.8,306,182,212.2,230.8
1422774300,41.8,121.8,324.4,179.6,215.4,226.8
1422774600,42,120.4,327.6,178.8,219.4,227.4
1422774900,41.8,120.4,314,178.6,308.6,227.6
1422775200,42,118.2,327.4,178.4,230.4,228.6
1422775500,42,318.2,316.6,177.6,219.6,227.6
1422775800,42,118.2,311.2,178.8,216.6,227.6
1422776100,41.8,122.6,315.2,177,214,227.2
1422776400,41.8,122.6,320.6,177.4,225,228.8
1422776700,41.8,111.8,315.4,178.6,225.8,230.8
1422777000,41.8,111.6,307.6,178.6,213,226.4
1422777300,41.8,110.6,322.2,177.8,220.4,227.4
1422777600,41.8,109.6,322.4,177,214,227.4
1422777900,41.8,112.2,337.6,178.6,218,229
1422778200,41.8,112,324.2,174.6,214,232.4
1422778500,42,110.6,310.2,178,223.2,232.8
1422778800,41.8,111,326.4,174,217.6,227
1422779100,41.6,111.2,308,172.8,226.2,228
1422779400,41.8,110,303,176.6,221.8,227
1422779700,41.8,116.8,325,174.6,215.2,227.4
1422780000,42,114.6,312.2,183.2,217.6,225.6
1422780300,41.8,110,333,183,216,230.2
1422780600,41.8,112,331.2,184.4,218.8,229
1422780900,41.4,110.4,316.6,183.6,220.8,230.8
1422781200,41.8,110.8,319.6,181.4,225,229.6
1422781500,42,116.6,333.4,183.6,218.8,228.6
1422781800,41.8,117.4,316.4,182.4,220.8,226.6
1422782100,42,114.2,320,179.4,230.6,229
1422782400,41.8,111,321,179.2,223,229
1422782700,41.8,109.6,314.6,180.4,221,229
1422783000,41.8,113.2,298.6,182.2,212.4,227.2
1422783300,41.6,113.4,329.4,185.2,226.8,227
1422783600,42.2,112.8,310.2,187,218.2,229.6
1422783900,42,108.4,312.8,183.8,223.4,227.4
1422784200,42,113,308.4,185.2,230.8,231.4
1422784500,42,111,315.8,184.6,231.8,228
1422784800,41.8,110.6,296.4,187.4,220.6,230.2
1422785100,42,106.4,300,185.2,223.4,224
1422785400,42,114.2,325.2,189,221.4,227
1422785700,42,110.6,316.8,185.6,212.4,227
1422786000,41.4,113.8,321,183.8,208.6,227.6
1422786300,41.6,111,316.4,187.2,214,227.6
1422786600,42,108.4,310,188,215.2,229.2
1422786900,42,109.6,316.8,186,225,230.2
1422787200,41.8,110.2,312.6,184.8,219.8,231
1422787500,41.6,110.4,318.8,184.2,215,229.6
1422787800,41.8,112.4,302.8,185,213.4,229.4
1422788100,42,112.2,310,184,218.2,225.6
1422788400,41.8,110,323.8,184.6,224.4,228.6
1422788700,41.8,109.4,328,185.4,213.6,233
1422789000,41.8,108.6,318.8,183.4,215.4,229.4
1422789300,42,105.2,311,184.4,221.4,227.8
1422789600,41.6,104.2,319.8,185,225.6,227.6
1422789900,42,106.6,303.6,187.6,216.4,227.2
1422790200,41.8,360.8,314,184,223,224
1422790500,41.6,105.6,322.6,183.2,222.2,227.4
1422790800,42,360.6,302.8,188,219.4,226.6
1422791100,42,352,322.2,182.2,215.6,227.4
1422791400,42,616,319.6,183.4,218.6,230.2
1422791700,41.6,307,302.2,184.8,221.2,230.6
1422792000,41.8,519.4,308,183,217.4,228
1422792300,41.8,408,304.6,183.6,215.4,225.6
1422792600,42,869.8,312.8,183.6,229.4,229.2
1422792900,41.8,156.6,298.8,183.4,216.4,226.2
1422793200,41.8,103,328.4,181,221.8,227.8
1422793500,42,102.6,307,186.8,219.8,226.6
1422793800,42,106.2,332,186,214.2,225.2
1422794100,42,790,330.8,185.6,219,229
1422794400,42,169.2,310.4,181.4,219,228
1422794700,41.6,106.6,319.4,184.2,213,228
1422795000,41.8,104.2,310.6,183.4,322.2,224.6
1422795300,41.8,102.6,313.8,185.8,217,229.2
1422795600,42,203,320.6,181,219.2,228.6
1422795900,41.8,1308,325.2,175.2,209.8,226.2
1422796200,41.2,307.8,322.2,172.8,221.8,229.8
1422796500,41.8,108.6,312.6,176.8,222,228.6
1422796800,41.4,110.8,320.2,173.6,218.2,226.6
1422797100,41.8,109,302.2,188.4,227.6,229.4
1422797400,42.2,109.2,313.2,186.2,218.6,225.4
1422797700,41.4,109.6,309,185.4,223.2,223.2
1422798000,42,112.2,306.2,183.8,227.8,228.6
1422798300,42,112.2,318.4,181.2,224.6,226.4
1422798600,41.8,112.2,305,180,218,224.6
1422798900,41.8,113.8,303,180.6,218.6,224
1422799200,41.4,112.2,327.8,181.2,216.4,224.2
1422799500,41.8,112.8,300.8,181.4,224.6,225.4
1422799800,41.4,111.6,318.4,178.6,221.2,224.8
1422800100,41.8,111.8,314.8,182.8,228.8,227.6
1422800400,41.8,104,316,180.4,220.6,224.6
1422800700,41.4,104.6,316.2,177.2,228.2,229.8
1422801000,41.6,102.2,317.6,180.2,228.2,228.8
1422801300,42,106.8,318.8,182.2,214.8,229.4
1422801600,41.8,104,315.4,181.8,222,226.8
1422801900,42,99.6,312.4,180.6,214.8,228.8
1422802200,41.8,108.8,292,180.2,222.8,230.6
1422802500,42,716,311,177.4,217.4,229.2
1422802800,41.4,111.4,309.8,177.6,221.2,228
1422803100,41.8,109.4,309,180.6,218.8,226
1422803400,42,103.6,317.4,181.4,221,227.6
1422803700,42,108.6,318.8,175.8,223.4,224.2
1422804000,42,107.8,313.8,174,229.8,229.6
1422804300,41.6,102.2,318,173.8,225.6,227.6
1422804600,42,106.2,309,170,218.4,227.6
1422804900,41.8,106.4,309.4,172.8,221.2,228
1422805200,42,111,313.6,178.2,215.2,230
1422805500,41.6,115.4,315.8,172.6,226,230
1422805800,41.8,105.4,313.4,171.8,220.6,227
1422806100,42,105.4,308.4,177.4,217,225.6
1422806400,41.8,112,299.4,173.6,218.6,225.6
1422806700,41.8,105.2,313.6,176,226.2,230.4
1422807000,42,107.8,331.2,173.8,216.8,232
1422807300,41.8,105.4,317.8,175.2,222.8,227.4
1422807600,42,105,313.6,172.2,230.4,229.6
1422807900,41.8,106.2,310.2,178.8,222.4,228.6
1422808200,41.8,109.4,302,176.2,231.4,228.8
1422808500,41.8,107.6,298.6,175,216.4,228.8
1422808800,42,109.4,321.4,175.4,222.6,229
1422809100,41.6,112.6,339,174.2,217.2,227.4
1422809400,41.6,114.8,355.2,175.2,222.8,226.8
1422809700,42,114.6,319.6,178.4,221.6,227.2
1422810000,41.8,104,311.8,186.2,223.2,230.4
1422810300,41.4,116.6,310.4,185,219.6,229.6
1422810600,41.6,107,317,185.6,217.4,231.2
1422810900,42,108.4,315.8,185.4,217,425.8
1422811200,42,108,303.2,185.4,226.8,224.2
1422811500,41.6,108.2,304.8,184.4,220.4,228.2
1422811800,41.6,109.6,312.8,186.2,220,224.8
1422812100,42,109,311.6,185,212,229.2
1422812400,42,111.4,299.8,189,215.6,227.4
1422812700,41.8,110.2,303.8,182.2,222.8,227.6
1422813000,42,109,302.6,189.2,227.2,227.8
1422813300,42,121,301.6,188.8,218.8,226.2
1422813600,41.8,120.4,332,187.4,228.2,229.8
1422813900,41.4,115.4,304.8,251.6,216,229.6
1422814200,41.4,201.2,311.6,287,221.4,228.4
1422814500,41.8,123.4,309.4,215.2,216.8,228.8
1422814800,41.6,122.2,308.4,188.6,226.6,226.8
1422815100,41.8,106.2,310.8,253.2,218,227.4
1422815400,41.6,117.8,307.2,185.8,217.8,224.2
1422815700,41.8,116.4,321.8,245.2,217,300.6
1422816000,41.8,111.8,312.2,183.8,224,227.8
1422816300,41.6,108.8,308.2,385.8,213.4,228.2
1422816600,41.8,104.8,312.8,184.6,218.4,228.2
1422816900,41.4,109.2,303.8,186,218.4,227.6
1422817200,41.8,110.8,309.8,196,229,228
1422817500,41.8,107.8,319.2,386.8,217.8,227
1422817800,42,116.4,309.4,188,218.4,225.4
1422818100,41.8,121.4,314.8,385.6,226.8,232.6
1422818400,41.8,135.8,311,518,209.2,225
1422818700,41.6,114.8,344.2,208.2,221.8,227.6
1422819000,41.6,119.2,318.2,184.2,216,229.4
1422819300,41.4,115.8,322.2,210.2,226.4,227.4
1422819600,41.8,117.4,305,185.4,216.8,234
1422819900,42,116.2,313,185.2,218.8,228.4
1422820200,41.6,117.6,319.2,189,222.6,229.6
1422820500,41.4,114.6,318.6,183.2,218.6,227.8
1422820800,41.6,115.8,323,183,222.2,231.2
1422821100,41.6,116.6,323,183.2,214.6,230.2
1422821400,41.8,114.8,308.4,181.8,221.4,437
1422821700,41.8,113.6,316.6,185.8,231,229.4
1422822000,42,122.4,305,183.4,227,226.6
1422822300,41.6,119.4,345.2,188.8,240,230.2
1422822600,42,118,308.4,180,232.6,229
1422822900,41.6,120.2,316,187,226.4,225.2
1422823200,42,127,313.8,185.2,223.2,224.4
1422823500,41.8,126.6,309.8,184.2,220.4,222.4
1422823800,42,121,310.2,183,293.2,225.8
1422824100,41.8,119.2,295.6,182.2,221.6,225.8
1422824400,41.8,119,327,180.6,222,226.8
1422824700,42,116.6,324.8,176.6,214.4,430
1422825000,42,114.8,311.6,180.4,229.8,313.8
